genome.genome_id	feature.patric_id	feature.aa_sequence_md5
1313.13767	fig|1313.13767.peg.1566	a839b100501e0da3e8ed1f98ef3347e9
1313.13767	fig|1313.13767.repeat.152	
1313.13767	fig|1313.13767.peg.1681	b7147f3183586a07906e99b0ba7b875e
1313.13767	fig|1313.13767.peg.1863	9f6c1fa061e49ec76dd0d4a1e1ec0ea5
1313.13767	fig|1313.13767.peg.1192	4ac392885e84395f41fe6dd6291c2ea9
1313.13767	fig|1313.13767.repeat_unit.465	
1313.13767	fig|1313.13767.peg.1687	8e4191ab023237a410047c10b89e30b2
1313.13767	fig|1313.13767.peg.1303	a9d2e227df9bc35f608acc325c9cae43
1313.13767	fig|1313.13767.peg.1780	3270ed78f9926de626f985522c80a077
1313.13767	fig|1313.13767.peg.585	6656a3307f8a42ffaca91482a5e71674
1313.13767	fig|1313.13767.peg.457	ae87a2a3ff47e1ae806948aae328a48c
1313.13767	fig|1313.13767.peg.230	ca1cc74eee7a804926130c0090f6a28a
1313.13767	fig|1313.13767.peg.1146	2e5c4bdff207b39a19c0a37566baa41d
1313.13767	fig|1313.13767.peg.82	8f363a3215b1c053d95b44fe7fdc2931
1313.13767	fig|1313.13767.peg.287	2fe24c72da09f19baeb238754b9f5f71
1313.13767	fig|1313.13767.peg.646	8885ca9cb571ebabb1a7628786eb8fe3
1313.13767	fig|1313.13767.peg.1452	ebc615e64aaa5c0ed848236bd1beeb4b
1313.13767	fig|1313.13767.peg.1232	f88ce2f8b915d08bf1814d45725d18b2
1313.13767	fig|1313.13767.peg.244	37b55151236c492b255464e13ed41c1d
1313.13767	fig|1313.13767.peg.2032	9adbf26b581e6bd247d38609462060a3
1313.13767	fig|1313.13767.peg.2152	d68c7c3e7be00fe5d30cfa43d15943d1
1313.13767	fig|1313.13767.peg.699	0cf5bf8d8a73e27ed8b2faa72267afd3
1313.13767	fig|1313.13767.repeat.23	
1313.13767	fig|1313.13767.peg.1030	163aa1069c0df519c0359a072ceaf853
1313.13767	fig|1313.13767.peg.1842	29043a68363ba1a7f5cc7aa9e4512194
1313.13767	fig|1313.13767.peg.819	980b261211c3bc874825278b768515e4
1313.13767	fig|1313.13767.peg.724	0161484f2deb0729954e55bb5987b794
1313.13767	fig|1313.13767.peg.190	dbb74f254c302fc60f2e476aa416227e
1313.13767	fig|1313.13767.peg.188	a3ca38e833ef8a05842bc1263de10263
1313.13767	fig|1313.13767.peg.1227	84827e3fae78b6cf5586597e693c0111
1313.13767	fig|1313.13767.peg.1717	526144ddee79cbdcb4b264e0c7e9211e
1313.13767	fig|1313.13767.peg.392	8ad69944f8b17fdb2fae5d324d709174
1313.13767	fig|1313.13767.peg.816	b01ad3eb10fc04822c53b22194d904cb
1313.13767	fig|1313.13767.peg.580	bd91f2e1d7bf9dfcbdb93e54220b1f45
1313.13767	fig|1313.13767.peg.23	8cb546cc6fab753cd9636a2058a30116
1313.13767	fig|1313.13767.peg.402	4b3e287e1dc37b254a7c49388081b167
1313.13767	fig|1313.13767.peg.1006	63320a35bf26bf06952a07cd64bd8371
1313.13767	fig|1313.13767.peg.89	7de488bc333b7f3c90bf1acb0bd9f1ec
1313.13767	fig|1313.13767.peg.274	c4bdb99da9613105c69b686fdfd292a4
1313.13767	fig|1313.13767.peg.926	87b0d5e114040ae2b88dce7914b93a6c
1313.13767	fig|1313.13767.repeat.194	
1313.13767	fig|1313.13767.repeat.119	
1313.13767	fig|1313.13767.repeat.200	
1313.13767	fig|1313.13767.repeat.54	
1313.13767	fig|1313.13767.repeat_unit.482	
1313.13767	fig|1313.13767.peg.1916	ca74fe9b16ea967343eaba77303d2d87
1313.13767	fig|1313.13767.repeat_unit.228	
1313.13767	fig|1313.13767.peg.101	58cb86e018c8ecd2234b94486c911cda
1313.13767	fig|1313.13767.peg.1050	13439718297a4a42a7569dd824b2ac03
1313.13767	fig|1313.13767.repeat_unit.522	
1313.13767	fig|1313.13767.peg.339	b8ec0c3dd646e71b1a70bdf3f3f3e074
1313.13767	fig|1313.13767.peg.150	84a7d3de29d44b79da2a7825c5c5e407
1313.13767	fig|1313.13767.peg.1785	493d6b5dafe6a3e538d2ddd387e49c1e
1313.13767	fig|1313.13767.peg.1952	26f7bdb9f357c38eb94b9044d4d2e385
1313.13767	fig|1313.13767.peg.621	6abb0ebe729ff38d9926166c2a6e99df
1313.13767	fig|1313.13767.repeat_unit.143	
1313.13767	fig|1313.13767.repeat.3	
1313.13767	fig|1313.13767.peg.1318	e2c8cda664f5048457d97e782f4ade4b
1313.13767	fig|1313.13767.peg.501	7897fe6d84c1a33f5daaed4a28d3044f
1313.13767	fig|1313.13767.repeat_unit.391	
1313.13767	fig|1313.13767.peg.219	8ebdd266bb8ad571a961e08a7127f8d0
1313.13767	fig|1313.13767.peg.1901	57867cb67867eeab697fed249aa33ad4
1313.13767	fig|1313.13767.repeat.213	
1313.13767	fig|1313.13767.peg.1004	2057353b6bad7155344a8fdb38a8ce8b
1313.13767	fig|1313.13767.peg.1962	d61af3053af5c3b4d8c690c1e0c9daeb
1313.13767	fig|1313.13767.peg.720	0c7016b365377e391ff8038e17928acf
1313.13767	fig|1313.13767.peg.693	fed99a409aaa9e4229aaf3f90b0d8876
1313.13767	fig|1313.13767.repeat_unit.513	
1313.13767	fig|1313.13767.peg.422	f7bff7df1bd9f11e3715138780875b1a
1313.13767	fig|1313.13767.peg.1317	bf5887bef779f1e0f7278ee026fb9b18
1313.13767	fig|1313.13767.peg.684	f632b89300084f876a466653365b5a5d
1313.13767	fig|1313.13767.peg.1755	63754020efa33b5a6510a3c52aebbed0
1313.13767	fig|1313.13767.peg.597	f32854c7e5a307b2c5eec5f9bc749df1
1313.13767	fig|1313.13767.peg.384	ff4a1673cb14e524dee9ca759778c435
1313.13767	fig|1313.13767.peg.1752	edb2d91e27b227135eaa161ac025d583
1313.13767	fig|1313.13767.repeat_unit.11	
1313.13767	fig|1313.13767.peg.1906	f2c139ec4b3cd62fe99fdc222e4b6c86
1313.13767	fig|1313.13767.peg.1991	2a55e8b71e006704e337fc6ad9bb8ed7
1313.13767	fig|1313.13767.repeat_unit.230	
1313.13767	fig|1313.13767.peg.2015	f9bd1cd1937241119da1694c0de45bc1
1313.13767	fig|1313.13767.peg.902	50b2ab605a18b9e750933af571d95964
1313.13767	fig|1313.13767.peg.1553	4f003232b61355f09451822759719823
1313.13767	fig|1313.13767.peg.1184	b80a66dc74e964909c35a47d3178b044
1313.13767	fig|1313.13767.peg.399	2fc53bf70905b2c477f14cef41db578d
1313.13767	fig|1313.13767.peg.963	98b0cd27ec0efeec360f24d79f0477d8
1313.13767	fig|1313.13767.peg.449	1431e0dd6a2f64fa00c6aac5c5afef01
1313.13767	fig|1313.13767.repeat_unit.417	
1313.13767	fig|1313.13767.peg.1843	c944ef290b24fbeabeda058a804299b5
1313.13767	fig|1313.13767.peg.629	06152de742e6022d24b395dbb053ea55
1313.13767	fig|1313.13767.repeat.226	
1313.13767	fig|1313.13767.peg.1422	18449637b8606aee03ce438fdd4c5a6c
1313.13767	fig|1313.13767.peg.1860	155ae6f0f5f2ba843bdf078ed71363ea
1313.13767	fig|1313.13767.peg.12	78bfebc6452405a865209fa85764d18c
1313.13767	fig|1313.13767.peg.1890	c8bec0c7a4c40003a0bf51694c5c8580
1313.13767	fig|1313.13767.repeat_unit.625	
1313.13767	fig|1313.13767.peg.1480	a62c3fc965df257de2e0121212581fd2
1313.13767	fig|1313.13767.peg.1385	eade9e830822ab4adc4169a7262271b0
1313.13767	fig|1313.13767.peg.1738	c4357e25ed836eeab149b8faec9ecdc7
1313.13767	fig|1313.13767.repeat.143	
1313.13767	fig|1313.13767.peg.767	d5eb08c0db24be92f2b4e2fcdf1c43be
1313.13767	fig|1313.13767.peg.1087	177f42cba525554a673f16238b010f77
1313.13767	fig|1313.13767.peg.1576	fde4c35b979e33b74aec8d9c8fcdf660
1313.13767	fig|1313.13767.peg.454	e37bd515119a21025e0cab21854ed8c8
1313.13767	fig|1313.13767.peg.2129	4347adebee00eb5d0b482090dcdbf22b
1313.13767	fig|1313.13767.peg.2126	4c4cf16cde73c48c6386c6f224e091ea
1313.13767	fig|1313.13767.peg.1057	fac910d60f7b2e722fa862fef5593fd4
1313.13767	fig|1313.13767.peg.973	a73e5b6031f81cebe18be88748cf71a5
1313.13767	fig|1313.13767.peg.1226	251d607a3d0bf831f07e0828a54808bd
1313.13767	fig|1313.13767.peg.131	52953409cd2d2051cbd835c9bc31a965
1313.13767	fig|1313.13767.repeat_unit.265	
1313.13767	fig|1313.13767.repeat_unit.68	
1313.13767	fig|1313.13767.peg.1832	a2468673737b7d9f08a71ce613a3424c
1313.13767	fig|1313.13767.peg.2075	65260adeab60ed867c7957c7e642cab6
1313.13767	fig|1313.13767.peg.1822	1495dc632af28d19582aa8d330d2d4ba
1313.13767	fig|1313.13767.peg.1371	230cba6b8a89d307a3de9aa435fb1f02
1313.13767	fig|1313.13767.repeat_unit.340	
1313.13767	fig|1313.13767.peg.905	5e3512cde37631a3671be584223f0021
1313.13767	fig|1313.13767.repeat_unit.253	
1313.13767	fig|1313.13767.repeat_unit.567	
1313.13767	fig|1313.13767.repeat.264	
1313.13767	fig|1313.13767.repeat_unit.273	
1313.13767	fig|1313.13767.peg.2182	93ffa2ef2257fc0039263e42c175c28c
1313.13767	fig|1313.13767.peg.343	dcc5bfa92fe47e84a457543a4c8b1126
1313.13767	fig|1313.13767.repeat.51	
1313.13767	fig|1313.13767.peg.123	0b412c6661e77eeb425b5309bfffba40
1313.13767	fig|1313.13767.repeat_unit.32	
1313.13767	fig|1313.13767.peg.1233	82c6ab4e558262c661f8f6165db9527d
1313.13767	fig|1313.13767.repeat.157	
1313.13767	fig|1313.13767.peg.333	38d958af247a23eaa38bbf6d354ef751
1313.13767	fig|1313.13767.repeat_unit.590	
1313.13767	fig|1313.13767.peg.2071	3181a1c71c1e3b1302515ec83c9f2461
1313.13767	fig|1313.13767.peg.1915	e8828048986dea5f31ad78ee38bb2b45
1313.13767	fig|1313.13767.peg.313	5a4f55cb076ed32cbb8b7760b9af4f11
1313.13767	fig|1313.13767.peg.691	29c8c61335ced699999c40e644dd4f87
1313.13767	fig|1313.13767.repeat_unit.239	
1313.13767	fig|1313.13767.peg.1405	10280e31df88ff3073182118bcb140bc
1313.13767	fig|1313.13767.peg.1293	39c473a60a310716504fc9ead3cf382d
1313.13767	fig|1313.13767.repeat.165	
1313.13767	fig|1313.13767.repeat_unit.243	
1313.13767	fig|1313.13767.peg.1126	f1826b5d5bb710a72337fc6f18d14168
1313.13767	fig|1313.13767.peg.922	2766a7b7b2294ebeac61d3b44d94c001
1313.13767	fig|1313.13767.peg.2038	d0f7bbfb636a7c57bb979ea99e447d38
1313.13767	fig|1313.13767.peg.1152	0ad4884503883a4375105b48c60e47ca
1313.13767	fig|1313.13767.peg.1034	3bb23e77aa2a91695b801d3a1b5284f3
1313.13767	fig|1313.13767.peg.1033	8f5ab7ad40fb7b791ad3ce2935defe51
1313.13767	fig|1313.13767.repeat_unit.55	
1313.13767	fig|1313.13767.repeat_unit.570	
1313.13767	fig|1313.13767.peg.2219	81a67bac289dd00a6b446ae2357656e9
1313.13767	fig|1313.13767.repeat.167	
1313.13767	fig|1313.13767.repeat_unit.543	
1313.13767	fig|1313.13767.peg.2067	57911d40ca543317a986e78585f103dd
1313.13767	fig|1313.13767.peg.1848	40208031c484b758d5d15a24acd1ae1b
1313.13767	fig|1313.13767.repeat_unit.607	
1313.13767	fig|1313.13767.peg.2247	b4ed2d8062166c01a59dc98412a1b465
1313.13767	fig|1313.13767.repeat.203	
1313.13767	fig|1313.13767.peg.1156	b3748af55b804aefb44190b1c8efad43
1313.13767	fig|1313.13767.peg.237	16b8fefc309b46103a7a2d33e11138e0
1313.13767	fig|1313.13767.repeat_unit.136	
1313.13767	fig|1313.13767.classifier_predicted_region.7	
1313.13767	fig|1313.13767.peg.1658	7d340827f6a3168c86572dee8f28b12c
1313.13767	fig|1313.13767.peg.1941	66fa49534c9d0aa6fdaa2be3c17913fe
1313.13767	fig|1313.13767.peg.1132	f352aad9fab6f5b5732dc820f061a534
1313.13767	fig|1313.13767.peg.218	222dbb739d0cfafd2e2657025e204dae
1313.13767	fig|1313.13767.repeat_unit.441	
1313.13767	fig|1313.13767.peg.202	71c8323185bd981bff90f31d54d87a68
1313.13767	fig|1313.13767.repeat.30	
1313.13767	fig|1313.13767.repeat.211	
1313.13767	fig|1313.13767.peg.1291	27220c07b836b8814f0c7c4270c8f60b
1313.13767	fig|1313.13767.repeat_unit.388	
1313.13767	fig|1313.13767.peg.1315	87474ae99950591d346087560bbeda39
1313.13767	fig|1313.13767.peg.1454	bbb89a0d795b14a91864a261ddd858db
1313.13767	fig|1313.13767.peg.696	1de90c5ddaaef1ee2991a198d6f6f004
1313.13767	fig|1313.13767.peg.722	d6b271c825177b414b66118cadfd0851
1313.13767	fig|1313.13767.repeat_unit.3	
1313.13767	fig|1313.13767.peg.503	b0c2b6c5e62430fc615f46f42bca9bb5
1313.13767	fig|1313.13767.peg.15	0b4e4df9e7eec1a21de8160b5facbc82
1313.13767	fig|1313.13767.peg.1332	8d839b4ef98f31e643cea7513fa0255a
1313.13767	fig|1313.13767.peg.1220	ca04682fd4db81dfc35c9064ed17055c
1313.13767	fig|1313.13767.peg.897	e99f643d25698da7f852951f76495239
1313.13767	fig|1313.13767.peg.1086	1302cdc2fc20d6e86390517fe1635b11
1313.13767	fig|1313.13767.repeat_unit.45	
1313.13767	fig|1313.13767.peg.634	28e01adc976904b4c742e2ec411b0d9e
1313.13767	fig|1313.13767.peg.949	a8d9ce53d5cb1728a4ef4e4312820e2b
1313.13767	fig|1313.13767.peg.240	1bf22871a986b11e1cf05e719385b1a2
1313.13767	fig|1313.13767.peg.1176	8bcb02e07fc0b1337b5891952e4dbdd8
1313.13767	fig|1313.13767.peg.212	17f9233d3f86039d2347612200b66a38
1313.13767	fig|1313.13767.peg.1284	ab0e62c5e4a3a19899f608b528655dc6
1313.13767	fig|1313.13767.peg.602	63813ee707139da8ac1071ee0481e0c2
1313.13767	fig|1313.13767.classifier_predicted_region.2	
1313.13767	fig|1313.13767.peg.181	56f33b62f11c23eefe4f1c75c8590988
1313.13767	fig|1313.13767.repeat_unit.173	
1313.13767	fig|1313.13767.peg.420	4c118403d92af8de44a31a6656d27f00
1313.13767	fig|1313.13767.peg.374	d3afedc3ae167019de69878a3ec9699e
1313.13767	fig|1313.13767.repeat.79	
1313.13767	fig|1313.13767.peg.1980	dedce12c25745b54bf7263f26d858d34
1313.13767	fig|1313.13767.repeat.208	
1313.13767	fig|1313.13767.peg.1940	92ad76d45a22ac0e40a81272a8d563bd
1313.13767	fig|1313.13767.peg.231	d7c1faa6580e6652ed27f21f9dc5dfc7
1313.13767	fig|1313.13767.peg.770	2cf51b5d1a88fefa049810c7f7101327
1313.13767	fig|1313.13767.peg.1721	6d40c9350e4883b4e6d50e60d03ff281
1313.13767	fig|1313.13767.peg.405	13da5f9a0edbacb125bf916f47621293
1313.13767	fig|1313.13767.repeat_unit.86	
1313.13767	fig|1313.13767.peg.322	44a50a2f7bf96f18d5c8f0ee0d483fc2
1313.13767	fig|1313.13767.peg.1366	c0e42189955a8274c10de5018dba0a13
1313.13767	fig|1313.13767.peg.1477	14de9e43acab35b6c8de74fde853285e
1313.13767	fig|1313.13767.repeat_unit.375	
1313.13767	fig|1313.13767.repeat_unit.100	
1313.13767	fig|1313.13767.rna.29	
1313.13767	fig|1313.13767.repeat.107	
1313.13767	fig|1313.13767.peg.416	dd783559256d14eb4e7760706252169e
1313.13767	fig|1313.13767.repeat.82	
1313.13767	fig|1313.13767.peg.505	5bd64fa12e286d493d330dc73862b91a
1313.13767	fig|1313.13767.repeat_unit.238	
1313.13767	fig|1313.13767.peg.831	b9314ffb5a880fb084f386ea582886a4
1313.13767	fig|1313.13767.repeat_unit.601	
1313.13767	fig|1313.13767.peg.856	fdbe833e50699ebf883a1201e278dd44
1313.13767	fig|1313.13767.peg.718	5f0033bf50fcf66d1999a40c6a2bb0a0
1313.13767	fig|1313.13767.peg.2178	5d075bc50a6f8764feee2898825f2275
1313.13767	fig|1313.13767.peg.1864	6a2d3e46ece7dc83813bec2b4b2c396f
1313.13767	fig|1313.13767.peg.1596	833982c94b67ba5676a2dc4aed3ac2a8
1313.13767	fig|1313.13767.repeat_unit.137	
1313.13767	fig|1313.13767.peg.1913	cb6b22f9e155c963a7d99afdb40f9760
1313.13767	fig|1313.13767.repeat_unit.222	
1313.13767	fig|1313.13767.peg.872	8590147bd5e5cea853ad4f312d5b6249
1313.13767	fig|1313.13767.repeat_unit.67	
1313.13767	fig|1313.13767.peg.1503	d64d2e6772497704fa4be6a2f28c4df5
1313.13767	fig|1313.13767.rna.24	
1313.13767	fig|1313.13767.peg.80	5e713ab1be57410afbddbbabe2b96955
1313.13767	fig|1313.13767.peg.610	a202738966ca67bccb5d4d263a0f4459
1313.13767	fig|1313.13767.repeat.266	
1313.13767	fig|1313.13767.repeat.11	
1313.13767	fig|1313.13767.repeat_unit.534	
1313.13767	fig|1313.13767.peg.974	6d74d3208896bb7187a3088dea85a376
1313.13767	fig|1313.13767.peg.1876	fe745ccc8116d142cf20e489f34dd2f7
1313.13767	fig|1313.13767.peg.200	308d7b46435ff54460c45c1eea2e52d1
1313.13767	fig|1313.13767.peg.88	57f1bcef57d71730111e2f10d84ce1ef
1313.13767	fig|1313.13767.repeat_unit.72	
1313.13767	fig|1313.13767.peg.414	09043782cd7c69b3bbe80367eb9a0155
1313.13767	fig|1313.13767.peg.1147	2b24de7ef134f9667ac064beee1ef4f4
1313.13767	fig|1313.13767.peg.899	af74066c99719d706166455cb250166b
1313.13767	fig|1313.13767.peg.2230	028c5cdefe576db5ab95db02ad310698
1313.13767	fig|1313.13767.peg.1208	a3fd73f0234064c67d143e038f906596
1313.13767	fig|1313.13767.repeat_unit.196	
1313.13767	fig|1313.13767.peg.2103	11a9aab37a18530c057ff2790c5d16e4
1313.13767	fig|1313.13767.repeat_unit.108	
1313.13767	fig|1313.13767.peg.1055	466f8b04cbb9c24bb83e6a8a317b9053
1313.13767	fig|1313.13767.peg.2077	355b0542808bc4985df3dcb1315a6372
1313.13767	fig|1313.13767.repeat_unit.304	
1313.13767	fig|1313.13767.peg.1438	e368aee3346330abd1206adca98bff4f
1313.13767	fig|1313.13767.peg.2165	de6da4148dd0f2984f91ce42512943ae
1313.13767	fig|1313.13767.peg.979	afadd2a3dfe24b85e736527c46a6f565
1313.13767	fig|1313.13767.repeat.182	
1313.13767	fig|1313.13767.peg.1501	92164d36d0031f0fb3c2b9e950597f00
1313.13767	fig|1313.13767.peg.441	83baed9677267564b7d680e3f5a08b25
1313.13767	fig|1313.13767.peg.861	49830c291b3cb4ddfd49aebd5e2cc506
1313.13767	fig|1313.13767.peg.1097	6695e37ba4e9345fe69fb05650530f79
1313.13767	fig|1313.13767.repeat_unit.106	
1313.13767	fig|1313.13767.rna.23	
1313.13767	fig|1313.13767.peg.1213	3d60175073e5117a031431f090e1c998
1313.13767	fig|1313.13767.peg.567	b212741610a35430c2878ccf993da65a
1313.13767	fig|1313.13767.peg.1963	37069dc8db41a532506a53f00f293004
1313.13767	fig|1313.13767.peg.914	cf793cdc85e919fd270630c76e9e3765
1313.13767	fig|1313.13767.peg.611	1d55a14b8d1e588680982f5314565f55
1313.13767	fig|1313.13767.peg.631	2a4a873bf450df28da24fe1bc4950520
1313.13767	fig|1313.13767.repeat_unit.429	
1313.13767	fig|1313.13767.repeat_unit.39	
1313.13767	fig|1313.13767.peg.283	9a44aa5df46671ccb523e4aeb0e0ab10
1313.13767	fig|1313.13767.repeat.249	
1313.13767	fig|1313.13767.peg.1357	f8a5ed6337b3ba8008484052ffddee1d
1313.13767	fig|1313.13767.repeat.230	
1313.13767	fig|1313.13767.rna.18	
1313.13767	fig|1313.13767.peg.1534	ceb3f6c8b3956573abc77235c9a58de6
1313.13767	fig|1313.13767.peg.1253	580d67a513837cf9d49fe64e15851cb3
1313.13767	fig|1313.13767.peg.1737	3bade209308d5834e6e3024e19017f72
1313.13767	fig|1313.13767.repeat.52	
1313.13767	fig|1313.13767.peg.868	5d4a3f51300d8508fceeae93e0b6ce47
1313.13767	fig|1313.13767.peg.1894	6495c8998818b0a145f739e48e6bc127
1313.13767	fig|1313.13767.peg.1056	3a6ef84ef857a6b4efec3687ae42effe
1313.13767	fig|1313.13767.repeat.75	
1313.13767	fig|1313.13767.peg.1757	16f8f736a59a85b3fa2af069fbbeb61b
1313.13767	fig|1313.13767.repeat_unit.618	
1313.13767	fig|1313.13767.peg.1958	513431a9c0e5a326939e9039b27c62e1
1313.13767	fig|1313.13767.repeat.115	
1313.13767	fig|1313.13767.repeat_unit.140	
1313.13767	fig|1313.13767.peg.1600	d238c96249de7c57a644fb4a3d4ae8ba
1313.13767	fig|1313.13767.peg.282	92c301ad0b24e9d9966fe65a23409bab
1313.13767	fig|1313.13767.peg.1374	471f681879fbfd75ee684f1d7ec6b05b
1313.13767	fig|1313.13767.peg.542	7a3a8a5266dbb44373dc2b5c2a270523
1313.13767	fig|1313.13767.peg.2044	8c4d4a63e7acaabd6d82c1dfbc5c02f5
1313.13767	fig|1313.13767.peg.1736	c09be445cfa5e5108b2b5c4e25cb8bf3
1313.13767	fig|1313.13767.repeat_unit.200	
1313.13767	fig|1313.13767.peg.1703	ab45fe0c057330ac6e3dfc8f11808e6a
1313.13767	fig|1313.13767.peg.1168	2323efd1b6e3bcaaaaae1495269f1141
1313.13767	fig|1313.13767.peg.1025	3deb8122f379b8d77552028903a52b95
1313.13767	fig|1313.13767.peg.543	9428407daf9f9ce61dc9cacb7deae6eb
1313.13767	fig|1313.13767.rna.26	
1313.13767	fig|1313.13767.peg.1619	42a9c22d1dd1655742063bd888628bbf
1313.13767	fig|1313.13767.peg.921	57588e707a192cbb2507172093f8dadc
1313.13767	fig|1313.13767.peg.63	17879d336fa366a6789b9607500ddcbf
1313.13767	fig|1313.13767.repeat_unit.478	
1313.13767	fig|1313.13767.peg.2229	5a3f1f5e2d78cc32e6aabe9b3d0e8a3e
1313.13767	fig|1313.13767.peg.1588	b42a82607f03566db586df089685800b
1313.13767	fig|1313.13767.peg.707	900794878092e04160631b0badf7f244
1313.13767	fig|1313.13767.repeat_unit.336	
1313.13767	fig|1313.13767.peg.947	ae840943fc4af2b79837d66e0a4b4a91
1313.13767	fig|1313.13767.peg.323	1a5abcb5cbe0ead495a72f7eb037422b
1313.13767	fig|1313.13767.peg.269	86e6166098fbfb578e66e15c8619299d
1313.13767	fig|1313.13767.peg.412	92e780862ca6dda1e67ab3f4cc32bd16
1313.13767	fig|1313.13767.repeat.198	
1313.13767	fig|1313.13767.peg.447	56eb7f1b1cdf8c7949b6afa41a2f94a0
1313.13767	fig|1313.13767.peg.759	e9e8d2d30b741f54797bec3aedfae1b4
1313.13767	fig|1313.13767.peg.2070	bf58ca20cc61c25a1458766df78fa1ae
1313.13767	fig|1313.13767.repeat_unit.31	
1313.13767	fig|1313.13767.peg.1367	91dbd63e4990e96aad25cfaec017a41c
1313.13767	fig|1313.13767.peg.308	eeabd16b2b52e4e0baa9b4aa02e7c134
1313.13767	fig|1313.13767.misc_binding.5	
1313.13767	fig|1313.13767.peg.911	0c5bd370a2086966e883934ff8dfe6f6
1313.13767	fig|1313.13767.peg.1254	cccf251dcc8e8a1714f1bdd3990762ef
1313.13767	fig|1313.13767.peg.1327	c6eeada50c29dfea79abcd3f3d848046
1313.13767	fig|1313.13767.peg.291	c9742634e5877d97cd0fe640ab920303
1313.13767	fig|1313.13767.peg.1446	4f4893b0e660c9e9791c30b9974028c9
1313.13767	fig|1313.13767.peg.534	2f90b3b332365fdf47c46390bb320b43
1313.13767	fig|1313.13767.peg.483	a585f923d1ee8c0ee65cb68aa3334afe
1313.13767	fig|1313.13767.peg.1128	9d3e09f5b60f971dbf4db4271a23589c
1313.13767	fig|1313.13767.repeat_unit.549	
1313.13767	fig|1313.13767.peg.1928	4785b2ec6afe8f39a9b6c96ee99955fe
1313.13767	fig|1313.13767.peg.299	de39a1365654cfa4e7b18355a8421df4
1313.13767	fig|1313.13767.peg.954	6975fce0c001c2a0ece17c667e6407a2
1313.13767	fig|1313.13767.peg.1047	674f03964c3f1c8f7c99be4b94952424
1313.13767	fig|1313.13767.peg.1643	b142324202d7204852a79b20abcd2b24
1313.13767	fig|1313.13767.peg.2022	763c6ea193b05b696d5ea4421dd13784
1313.13767	fig|1313.13767.peg.1494	92f72ebaf714a4037fc63ce94b57506f
1313.13767	fig|1313.13767.repeat_unit.281	
1313.13767	fig|1313.13767.repeat_unit.486	
1313.13767	fig|1313.13767.repeat.131	
1313.13767	fig|1313.13767.peg.2139	531294240b7a606988daa9d2ed101603
1313.13767	fig|1313.13767.repeat.36	
1313.13767	fig|1313.13767.peg.157	f961ecc4c9091cfa647ad0b0c4971485
1313.13767	fig|1313.13767.repeat_unit.278	
1313.13767	fig|1313.13767.repeat.272	
1313.13767	fig|1313.13767.peg.641	6fddae4e6a4b035b677fbfeefdd6b0b3
1313.13767	fig|1313.13767.peg.1602	3d4429357cfaeb31db115a98183c7852
1313.13767	fig|1313.13767.peg.1008	db43316358ec71770f37030240e46dbb
1313.13767	fig|1313.13767.repeat_unit.411	
1313.13767	fig|1313.13767.repeat.248	
1313.13767	fig|1313.13767.peg.1243	fbb24772bb46c485c2ce43ac130e8cfe
1313.13767	fig|1313.13767.repeat_unit.474	
1313.13767	fig|1313.13767.peg.1177	a0bc2f1b8e368c946ffb282030fe0c2f
1313.13767	fig|1313.13767.peg.2238	964e82a732941dbab800e09bc454eb43
1313.13767	fig|1313.13767.peg.394	b94a4de31451003018095dc098c20c34
1313.13767	fig|1313.13767.peg.2246	348907b5538bc14e955c3b599801ad4e
1313.13767	fig|1313.13767.peg.2111	d673165674642967bde770832b59a5bd
1313.13767	fig|1313.13767.repeat_unit.169	
1313.13767	fig|1313.13767.peg.467	71c7a3657d38180a5fbd34e1add8971f
1313.13767	fig|1313.13767.peg.2186	2d44b784de998397ec3f19d96adcdee0
1313.13767	fig|1313.13767.peg.2086	6741c7b5fdf1403864395f93de6a90e3
1313.13767	fig|1313.13767.peg.265	2146adb211a0fcd45621528997a0c2d1
1313.13767	fig|1313.13767.repeat.268	
1313.13767	fig|1313.13767.repeat_unit.505	
1313.13767	fig|1313.13767.peg.958	a6de079f31922e6c99657350c8247008
1313.13767	fig|1313.13767.peg.9	de1a8978329215ccc23cc28a49a81616
1313.13767	fig|1313.13767.peg.481	c989931c132fb71e57575c25eac162e0
1313.13767	fig|1313.13767.peg.357	8f4147de985eacb0ef6bf760d90e7905
1313.13767	fig|1313.13767.peg.665	523098f9d2625c999e0aabb32b9ad487
1313.13767	fig|1313.13767.peg.1690	8842b4b3a2000f1f6cd0ebcd18220ed2
1313.13767	fig|1313.13767.repeat.181	
1313.13767	fig|1313.13767.peg.1709	cce2fe7e5c9fcd6c1ca6e6646b1e6ecc
1313.13767	fig|1313.13767.peg.430	b9664f0a86b2629344cc8db726d3b1d1
1313.13767	fig|1313.13767.peg.1095	8116ea1f36bdad958951e953a3c22760
1313.13767	fig|1313.13767.peg.1611	926ccba9fa7c20f31d69de3977d974a1
1313.13767	fig|1313.13767.repeat_unit.294	
1313.13767	fig|1313.13767.repeat_unit.327	
1313.13767	fig|1313.13767.repeat_unit.6	
1313.13767	fig|1313.13767.peg.2059	6b3c51a64ae097e36d0c5e8f0b404a75
1313.13767	fig|1313.13767.repeat_unit.22	
1313.13767	fig|1313.13767.peg.2115	a50ae2feb9980f126de0e909ee2fcae4
1313.13767	fig|1313.13767.repeat.188	
